Stream,Dist,Proportion_Downstream,W_2019,W_1957,Curve,Curvepos,Slump,Migdist,MR,Mignorm,MRnorm
SWC,2080,0.920353982,26.92,16.72,0.007400429,0.005584094,9,3.45,0.055645161,0.206339713,0.002067057
SWC,2110,0.933628319,28.11,18.03,0.005584094,0.008093861,11,3,0.048387097,0.166389351,0.001721348
SWC,2140,0.946902655,31.82,19.33,0.008093861,0.008316889,17,1.18,0.019032258,0.061045008,0.000598123
SWC,2170,0.960176991,29.47,14.97,0.008316889,0.006751659,8,4.87,0.078548387,0.325317301,0.002665368
SWC,2200,0.973451327,29.1,18.01,0.006751659,0.001358844,2,4.15,0.066935484,0.23042754,0.002300188
SWC,2230,0.986725664,30.39,16.54,0.001358844,0.001664146,3,1.17,0.018870968,0.070737606,0.00062096
SWC,2260,1,30.78,16.33,-0.001664146,,4,0.92,0.01483871,0.056338028,0.000482089
SHC,30,0.018518519,1.78,2.28,-0.036398589,0.036398589,0,0.6,0.009677419,0.263157895,0.005436752
SHC,60,0.037037037,2.07,2.22,-0.017107585,0.017107585,0,1.42,0.022903226,0.63963964,0.01106436
SHC,90,0.055555556,3,2.16,-0.005666582,0.005666582,0,1.52,0.024516129,0.703703704,0.008172043
SHC,120,0.074074074,2.94,2.02,0.017504563,0.017504563,0,0.02,0.000322581,0.00990099,0.000109721
SHC,150,0.092592593,4.17,2.8,0.132676249,0.132676249,1,0.85,0.013709677,0.303571429,0.003287692
SHC,180,0.111111111,4.68,2.97,0.009460097,0.009460097,2,0.58,0.009354839,0.195286195,0.001998897
SHC,210,0.12962963,5.67,4.51,-0.006960348,0.006960348,3,0.11,0.001774194,0.024390244,0.000312909
SHC,240,0.148148148,6.05,3.63,-0.012325428,0.012325428,4,0.13,0.002096774,0.035812672,0.000346574
SHC,270,0.166666667,7.19,4.92,-0.020326465,0.020326465,2,1.31,0.021129032,0.266260163,0.002938669
SHC,300,0.185185185,8.61,8.66,-0.02507187,0.02507187,2,0.1,0.001612903,0.011547344,0.000187329
SHC,330,0.203703704,8.86,9.42,-0.01900798,0.01900798,2,1.09,0.017580645,0.115711253,0.001984271
SHC,360,0.222222222,14.3,13.6,-0.008921502,0.008921502,2,2.74,0.044193548,0.201470588,0.003090458
SHC,390,0.240740741,17.13,11.91,-0.001110773,0.001110773,9,4.24,0.068387097,0.356003359,0.003992241
SHC,420,0.259259259,16.33,13.25,0.010172858,0.010172858,6,1.49,0.024032258,0.11245283,0.001471663
SHC,450,0.277777778,19.29,18.75,0.028281023,0.028281023,3,2.02,0.032580645,0.107733333,0.001688991
SHC,480,0.296296296,18.32,13.86,0.017293241,0.017293241,6,0.93,0.015,0.067099567,0.000818777
SHC,510,0.314814815,17.16,16.78,0.005653709,0.005653709,3,0.72,0.011612903,0.042908224,0.000676743
SHC,540,0.333333333,20.37,17.8,0.002898363,0.002898363,5,0.57,0.009193548,0.032022472,0.000451328
SHC,570,0.351851852,17.69,18.94,0.003968352,0.003968352,5,3.93,0.063387097,0.20749736,0.003583216
SHC,600,0.37037037,19.19,17.92,0.007675271,0.007675271,1,4.95,0.07983871,0.276227679,0.004160433
SHC,630,0.388888889,17.46,21.97,0.00551537,0.00551537,0,0.09,0.001451613,0.004096495,8.31393E-05
SHC,660,0.407407407,20.67,16.53,-0.000802433,0.000802433,6,2.59,0.041774194,0.156684815,0.002021006
SHC,690,0.425925926,29.71,21.54,-0.007161596,0.007161596,5,6.32,0.101935484,0.293407614,0.003431016
SHC,720,0.444444444,23.83,22.95,-0.011867043,0.011867043,5,3.56,0.057419355,0.155119826,0.002409541
SHC,750,0.462962963,21.12,20.89,-0.011853087,0.011853087,4,9.19,0.148225806,0.439923408,0.007018267
SHC,780,0.481481481,26.37,11.61,-0.007606579,0.007606579,0,4.09,0.065967742,0.352282515,0.002501621
SHC,810,0.5,28.63,9.7,-0.001521471,0.001521471,0,1.57,0.025322581,0.16185567,0.000884477
SHC,840,0.518518519,31.45,15.53,0.005004052,0.005004052,0,2.33,0.037580645,0.150032196,0.001194933
SHC,870,0.537037037,26.35,14.55,0.007981899,0.007981899,0,6.43,0.103709677,0.441924399,0.003935851
SHC,900,0.555555556,25.41,11.54,5.58E-03,0.005584055,0,0.43,0.006935484,0.037261698,0.000272943
SHC,930,0.574074074,27.98,11.56,-0.000192954,0.000192954,0,1.77,0.028548387,0.153114187,0.001020314
SHC,960,0.592592593,27.39,12.75,-0.005677325,0.005677325,2,2.44,0.039354839,0.191372549,0.001436832
SHC,990,0.611111111,30.83,17.49,-0.007860622,0.007860622,0,5.03,0.081129032,0.28759291,0.002631496
SHC,1020,0.62962963,26.29,15.47,-0.005507847,0.005507847,1,2.78,0.04483871,0.17970265,0.001705542
SHC,1050,0.648148148,25.75,15.46,-0.001317356,0.001317356,0,2.82,0.045483871,0.18240621,0.001766364
SHC,1080,0.666666667,26.53,13.95,0.002446808,0.002446808,0,4.4,0.070967742,0.315412186,0.002675
SHC,1110,0.685185185,26.14,14.96,0.005540625,0.005540625,0,4.07,0.065645161,0.272058824,0.002511292
SHC,1140,0.703703704,25.7,13.31,0.008488484,0.008488484,0,0.04,0.000645161,0.003005259,2.51036E-05
SHC,1170,0.722222222,29.59,15.74,0.010530935,0.010530935,0,2.77,0.044677419,0.175984752,0.001509882
SHC,1200,0.740740741,30.78,14.85,0.010352641,0.010352641,0,0.28,0.004516129,0.018855219,0.000146723
SHC,1230,0.759259259,24.34,14.53,0.006250379,0.006250379,3,2.83,0.045645161,0.194769443,0.001875315
SHC,1260,0.777777778,29.84,22.61,0.000763607,0.000763607,2,5.51,0.088870968,0.243697479,0.00297825
SHC,1290,0.796296296,38.81,22.56,-0.004863321,0.004863321,2,2.72,0.043870968,0.120567376,0.001130404
SHC,1320,0.814814815,39.63,24.78,-0.012206711,0.012206711,0,0.2,0.003225806,0.008071025,8.13981E-05
SHC,1350,0.833333333,44.97,24.26,-0.019445443,0.019445443,0,2.26,0.036451613,0.093157461,0.000810576
SHC,1380,0.851851852,46.79,40.78,-0.017312156,0.017312156,0,1.92,0.030967742,0.047081903,0.000661845
SHC,1410,0.87037037,46.47,39.15,-0.009530258,0.009530258,0,5.78,0.093225806,0.147637292,0.00200615
SHC,1440,0.888888889,49.63,48.03,-0.003542792,0.003542792,0,0.46,0.007419355,0.009577347,0.000149493
SHC,1470,0.907407407,59.09,50.28,0.001736133,0.001736133,0,0.1,0.001612903,0.001988862,2.72957E-05
SHC,1500,0.925925926,65.21,54.18,0.005561236,0.005561236,0,1.46,0.023548387,0.026947213,0.000361116
SHC,1530,0.944444444,80.22,66.51,0.007128248,0.007128248,0,2,0.032258065,0.030070666,0.00040212
SHC,1560,0.962962963,83.39,62.45,-0.001161063,0.001161063,0,10.75,0.173387097,0.17213771,0.002079231
SHC,1590,0.981481481,81.89,61,-0.005869859,0.005869859,0,9.5,0.153225806,0.155737705,0.001871117
SHC,1620,1,86.3,69.01,,,0,2.46,0.039677419,0.035647008,0.000459762
WC,30,0.009090909,3.82,2.01,0.013657354,0.013657354,0,1.29,0.020806452,0.641791045,0.005446715
WC,60,0.018181818,5.97,2.03,0.00320741,0.00320741,0,1.5,0.024193548,0.738916256,0.004052521
WC,90,0.027272727,5.3,3.83,-0.001022647,0.001022647,0,1.86,0.03,0.485639687,0.005660377
WC,120,0.036363636,3.53,6.09,-0.00271107,0.00271107,3,2.59,0.041774194,0.425287356,0.011834049
WC,150,0.045454545,1.72,1.97,-0.003631219,0.003631219,5,0.42,0.006774194,0.21319797,0.003938485
WC,180,0.054545455,2.61,2.27,0.00202685,0.00202685,5,0.78,0.012580645,0.343612335,0.004820171
WC,210,0.063636364,3.95,2.76,0.023843567,0.023843567,1,0.92,0.01483871,0.333333333,0.003756635
WC,240,0.072727273,2.03,,0.027710017,0.027710017,17,,,,
WC,270,0.081818182,3.72,,0.002456297,0.002456297,2,,,,
WC,300,0.090909091,2.86,,-0.005353059,0.005353059,1,,,,
WC,330,0.1,8.56,2.98,-0.006489841,0.006489841,8,4.33,0.06983871,1.453020134,0.008158728
WC,360,0.109090909,4.75,4.06,-0.004215365,0.004215365,14,0.69,0.011129032,0.169950739,0.002342954
WC,390,0.118181818,4.98,2.31,-0.001406902,0.001406902,13,1.2,0.019354839,0.519480519,0.003886514
WC,420,0.127272727,4.62,2.98,0.001188568,0.001188568,12,2,0.032258065,0.67114094,0.006982265
WC,450,0.136363636,6.78,4.76,0.002577141,0.002577141,11,1.35,0.021774194,0.283613445,0.003211533
WC,480,0.145454545,6.58,2.4,0.002434471,0.002434471,11,0.89,0.014354839,0.370833333,0.002181586
WC,510,0.154545455,6.43,4.41,0.001046936,0.001046936,10,2.04,0.032903226,0.462585034,0.005117142
WC,540,0.163636364,7.36,3.49,2.12973E-05,2.12973E-05,8,2.11,0.034032258,0.604584527,0.004623948
WC,570,0.172727273,8.7,3.95,-0.000574861,0.000574861,7,1.23,0.01983871,0.311392405,0.002280311
WC,600,0.181818182,9.39,3.05,0.001388629,0.001388629,8,4.63,0.074677419,1.518032787,0.007952867
WC,630,0.190909091,9.59,5.03,0.005483251,0.005483251,3,4.74,0.076451613,0.942345924,0.007972014
WC,660,0.2,8.27,4.47,0.010064097,0.010064097,9,1.81,0.029193548,0.4049217,0.003530054
WC,690,0.209090909,9.36,3.92,0.008860836,0.008860836,13,0.69,0.011129032,0.176020408,0.001188999
WC,720,0.218181818,12.08,5.65,0.002301296,0.002301296,3,2.52,0.040645161,0.446017699,0.003364666
WC,750,0.227272727,11.76,3.5,-0.005589207,0.005589207,9,3.62,0.058387097,1.034285714,0.004964889
WC,780,0.236363636,12.72,4.41,-0.015231627,0.015231627,9,0.3,0.00483871,0.068027211,0.000380402
WC,810,0.245454545,11.07,4.7,-0.013489564,0.013489564,25,1.92,0.030967742,0.408510638,0.002797447
WC,840,0.254545455,10.33,4.83,-0.002319208,0.002319208,12,0.26,0.004193548,0.053830228,0.000405958
WC,870,0.263636364,15.68,6.07,0.005666308,0.005666308,9,1.17,0.018870968,0.192751236,0.001203506
WC,900,0.272727273,12.64,3.41,0.007398308,0.007398308,9,1.05,0.016935484,0.307917889,0.001339833
WC,930,0.281818182,21.03,6.99,-0.001067166,0.001067166,5,3.93,0.063387097,0.56223176,0.003014127
WC,960,0.290909091,17.7,5.23,-0.01313449,0.01313449,6,3.97,0.064032258,0.759082218,0.003617642
WC,990,0.3,17.54,6.21,-0.011992507,0.011992507,15,0.17,0.002741935,0.027375201,0.000156325
WC,1020,0.309090909,15.34,7.34,-0.003590175,0.003590175,16,0.67,0.010806452,0.091280654,0.000704462
WC,1050,0.318181818,16.04,6.34,0.002744113,0.002744113,9,2.05,0.033064516,0.323343849,0.002061379
WC,1080,0.327272727,16.31,7.13,0.007132522,0.007132522,18,0.25,0.004032258,0.035063114,0.000247226
WC,1110,0.336363636,14.15,8.94,0.008978927,0.008978927,16,0.27,0.004354839,0.030201342,0.000307762
WC,1140,0.345454545,18.91,8.35,0.007418045,0.007418045,9,1.19,0.019193548,0.14251497,0.001014995
WC,1170,0.354545455,22.65,9.38,0.002614062,0.002614062,11,0.38,0.006129032,0.040511727,0.000270597
WC,1200,0.363636364,32.89,11.93,-0.002163318,0.002163318,6,4.49,0.072419355,0.376362112,0.002201865
WC,1230,0.372727273,27.79,12.31,-0.005508599,0.005508599,6,0.54,0.008709677,0.043866775,0.00031341
WC,1260,0.381818182,20.81,9.64,-0.00775175,0.00775175,5,2.14,0.034516129,0.221991701,0.001658632
WC,1290,0.390909091,26.87,17.09,-0.010063155,0.010063155,3,1.2,0.019354839,0.070216501,0.000720314
WC,1320,0.4,22.41,8.92,-0.01902633,0.01902633,9,1.7,0.027419355,0.19058296,0.001223532
WC,1350,0.409090909,24.03,9.3,-0.045974768,0.045974768,9,3.65,0.058870968,0.392473118,0.002449895
WC,1380,0.418181818,20.5,8.98,-0.032251467,0.032251467,1,2.65,0.042741935,0.295100223,0.002084972
WC,1410,0.427272727,37.76,22.09,-0.007821342,0.007821342,12,1.11,0.017903226,0.050248981,0.000474132
WC,1440,0.436363636,37.71,17.06,0.001017284,0.001017284,11,1.23,0.01983871,0.072098476,0.000526086
WC,1470,0.445454545,33.19,17.86,0.009266144,0.009266144,9,2.1,0.033870968,0.117581187,0.001020517
WC,1500,0.454545455,32.05,15.14,0.01891041,0.01891041,12,0.49,0.007903226,0.032364597,0.000246591
WC,1530,0.463636364,28.13,13.09,0.016795708,0.016795708,4,0.72,0.011612903,0.05500382,0.00041283
WC,1560,0.472727273,29.53,11.95,0.009012812,0.009012812,8,0.95,0.015322581,0.079497908,0.000518882
WC,1590,0.481818182,33.34,15.3,0.004111687,0.004111687,10,0.06,0.000967742,0.003921569,2.90265E-05
WC,1620,0.490909091,26.7,14.65,0.001413037,0.001413037,3,1.25,0.02016129,0.085324232,0.000755105
WC,1650,0.5,31.4,15.93,-0.0008637,0.0008637,5,4.23,0.068225806,0.265536723,0.002172796
WC,1680,0.509090909,29.16,14.99,-0.002690104,0.002690104,6,0.68,0.010967742,0.045363576,0.000376123
WC,1710,0.518181818,33.41,19.52,-0.0036443,0.0036443,2,4.25,0.068548387,0.21772541,0.002051733
WC,1740,0.527272727,34.73,19.64,-0.003642228,0.003642228,2,3.66,0.059032258,0.186354379,0.001699748
WC,1770,0.536363636,32.12,21.62,-0.002091751,0.002091751,6,2.15,0.034677419,0.099444958,0.001079621
WC,1800,0.545454545,31.04,22.75,0.000252363,0.000252363,5,0.19,0.003064516,0.008351648,9.8728E-05
WC,1830,0.554545455,32.57,24.85,0.003236986,0.003236986,8,0.17,0.002741935,0.006841046,8.41859E-05
WC,1860,0.563636364,30.24,25,0.006219309,0.006219309,10,2.99,0.048225806,0.1196,0.001594769
WC,1890,0.572727273,32.1,24.28,0.006970344,0.006970344,7,1.6,0.025806452,0.065897858,0.000803939
WC,1920,0.581818182,34.35,24.34,0.005002172,0.005002172,7,2.24,0.036129032,0.092029581,0.001051791
WC,1950,0.590909091,36.08,23.42,0.001164188,0.001164188,8,4.72,0.076129032,0.201537148,0.002110006
WC,1980,0.6,39.32,26.05,-0.003306478,0.003306478,6,2.99,0.048225806,0.114779271,0.001226496
WC,2010,0.609090909,41.25,29.25,-0.008409108,0.008409108,6,4.62,0.074516129,0.157948718,0.001806452
WC,2040,0.618181818,38.15,26.89,-0.012630958,0.012630958,2,6.92,0.111612903,0.257344738,0.002925633
WC,2070,0.627272727,36.25,30.64,-0.011730917,0.011730917,6,10.16,0.163870968,0.331592689,0.004520578
WC,2100,0.636363636,37.4,33.7,-0.007338031,0.007338031,4,6.34,0.102258065,0.188130564,0.002734173
WC,2130,0.645454545,41.12,40.83,-0.003018858,0.003018858,4,7.73,0.124677419,0.189321577,0.003032038
WC,2160,0.654545455,44.16,46.95,0.000705276,0.000705276,6,8.8,0.141935484,0.18743344,0.003214119
WC,2190,0.663636364,43.9,43.97,0.003848077,0.003848077,2,7.28,0.117419355,0.165567432,0.002674701
WC,2220,0.672727273,37.91,38.86,0.005940035,0.005940035,8,3.9,0.062903226,0.100360268,0.001659278
WC,2250,0.681818182,36.06,29.43,0.006663184,0.006663184,5,3.1,0.05,0.105334692,0.001386578
WC,2280,0.690909091,39.22,28.54,0.006574788,0.006574788,0,2.46,0.039677419,0.086194814,0.001011663
WC,2310,0.7,47.55,22.53,0.006132387,0.006132387,0,1.11,0.017903226,0.049267643,0.000376514
WC,2340,0.709090909,61.68,29.33,0.005290683,0.005290683,0,1.14,0.018387097,0.038868053,0.000298105
WC,2370,0.718181818,78.59,43.49,0.004000073,0.004000073,3,2.97,0.047903226,0.068291561,0.000609533
WC,2400,0.727272727,79.03,50.15,0.00208921,0.00208921,3,2.81,0.045322581,0.056031904,0.000573486
WC,2430,0.736363636,74.44,49.42,-1.76E-05,1.76152E-05,1,3.39,0.054677419,0.06859571,0.000734517
WC,2460,0.745454545,74.91,50.06,-0.001679759,0.001679759,0,2.37,0.038225806,0.047343188,0.00051029
WC,2490,0.754545455,74.28,52.98,-0.002336717,0.002336717,0,0.61,0.00983871,0.011513779,0.000132454
WC,2520,0.763636364,72.92,54.19,-0.00201527,0.00201527,3,2.71,0.043709677,0.050009227,0.00059942
WC,2550,0.772727273,68.31,60.13,-0.000659504,0.000659504,9,3.6,0.058064516,0.059870281,0.000850015
WC,2580,0.781818182,67.72,57.52,0.001851781,0.001851781,3,3.16,0.050967742,0.054937413,0.000752625
WC,2610,0.790909091,72.4,55.19,0.005162641,0.005162641,0,0.84,0.013548387,0.015220149,0.000187132
WC,2640,0.8,74.11,57.37,0.008032378,0.008032378,0,2.68,0.043225806,0.046714311,0.000583266
WC,2670,0.809090909,81.77,62.6,0.008623235,0.008623235,4,5.2,0.083870968,0.083067093,0.001025694
WC,2700,0.818181818,75.77,53.98,0.006532651,0.006532651,7,6.88,0.110967742,0.127454613,0.001464534
WC,2730,0.827272727,81.52,63.2,0.004064692,0.004064692,3,3.35,0.054032258,0.053006329,0.00066281
WC,2760,0.836363636,63.57,52.52,0.003041621,0.003041621,3,6.29,0.101451613,0.119763899,0.001595904
WC,2790,0.845454545,71.78,49.57,0.003462211,0.003462211,3,2.58,0.041612903,0.052047609,0.000579728
WC,2820,0.854545455,69.97,53.61,0.004324915,0.004324915,3,3.15,0.050806452,0.058757694,0.000726118
WC,2850,0.863636364,72.91,60.22,0.00406332,0.00406332,3,5.76,0.092903226,0.095649286,0.001274218
WC,2880,0.872727273,79.27,60.58,0.00306968,0.00306968,10,5.45,0.087903226,0.089963684,0.001108909
WC,2910,0.881818182,80.29,68.77,0.002215337,0.002215337,3,5.9,0.09516129,0.085793224,0.00118522
WC,2940,0.890909091,79.96,74.8,0.001287335,0.001287335,3,3.85,0.062096774,0.051470588,0.000776598
WC,2970,0.9,86.5,77.28,0.000388634,0.000388634,1,3.96,0.063870968,0.051242236,0.000738393
WC,3000,0.909090909,95.38,78.63,-0.000407359,0.000407359,0,10.94,0.176451613,0.139132647,0.001849985
WC,3030,0.918181818,99.9,85.04,-0.001417127,0.001417127,0,11.02,0.177741935,0.129586077,0.001779199
WC,3060,0.927272727,103.71,88.05,-0.002496538,0.002496538,0,10.15,0.163709677,0.115275412,0.001578533
WC,3090,0.936363636,105.39,80.24,-0.003729075,0.003729075,0,9.03,0.145645161,0.112537388,0.001381964
WC,3120,0.945454545,95.95,74.82,-0.004959511,0.004959511,0,8.58,0.138387097,0.114675221,0.001442283
WC,3150,0.954545455,91.69,62.99,-0.006448589,0.006448589,0,6.21,0.10016129,0.098587077,0.001092391
WC,3180,0.963636364,86,52.99,-0.007953056,0.007953056,0,0.27,0.004354839,0.005095301,5.06377E-05
WC,3210,0.972727273,82.13,55.96,-0.008389678,0.008389678,0,5.5,0.088709677,0.098284489,0.001080113
WC,3240,0.981818182,68.81,58.69,-0.008285984,0.008285984,0,4.8,0.077419355,0.081785653,0.001125118
WC,3270,0.990909091,78.06,75.42,-0.008215965,0.008215965,0,7.12,0.11483871,0.094404667,0.001471159
WC,3300,1,92.04,84.83,-0.010849187,0.010849187,0,3.67,0.059193548,0.043262997,0.000643129